quantifier,dataset,sample_size,sampling_seed,iteration,alpha,pred_prev,abs_error,run_time
(REG)Top-1,679_rmftsa_sleepdata,100,432487,5,0.21,0.1269082512494626,0.0830917487505374,0.00728499999968335
(REG)Top-1,679_rmftsa_sleepdata,100,691275,6,0.21,0.4484990297554147,0.23849902975541473,0.0071926000018720515
(REG)Top-1,679_rmftsa_sleepdata,100,744101,7,0.21,0.28657009771867414,0.07657009771867415,0.007202699998742901
(REG)Top-1,679_rmftsa_sleepdata,100,200042,8,0.21,0.008509267968018201,0.20149073203198178,0.00727559999722871
(REG)Top-1,679_rmftsa_sleepdata,100,555081,9,0.21,0.3266923315232193,0.11669233152321931,0.007649200000741985
(REG)Top-1,679_rmftsa_sleepdata,100,381573,10,0.21,4.4552394047661854e-05,0.20995544760595233,0.007545500000560423
(REG)Top-1,679_rmftsa_sleepdata,100,5372,1,0.26,0.18632418597457912,0.0736758140254209,0.007779400002618786
(REG)Top-1,679_rmftsa_sleepdata,100,195071,2,0.26,0.23159556228780032,0.028404437712199693,0.007518399997934466
(REG)Top-1,679_rmftsa_sleepdata,100,601975,3,0.26,0.47921558643037016,0.21921558643037015,0.007492500000807922
(REG)Top-1,679_rmftsa_sleepdata,100,861509,4,0.26,0.4254752117050054,0.1654752117050054,0.007546099997853162
(REG)Top-1,679_rmftsa_sleepdata,100,187199,5,0.26,0.5121117213345359,0.25211172133453585,0.007386000001133652
(REG)Top-1,679_rmftsa_sleepdata,100,475075,6,0.26,0.11717071288054268,0.14282928711945733,0.007788599999912549
(REG)Top-1,679_rmftsa_sleepdata,100,909935,7,0.26,0.27758318690323697,0.017583186903236958,0.007953199998155469
(REG)Top-1,679_rmftsa_sleepdata,100,441844,8,0.26,0.27980284460551197,0.01980284460551196,0.010069399999338202
(REG)Top-1,679_rmftsa_sleepdata,100,333011,9,0.26,0.31958310159982894,0.059583101599828936,0.007793600001605228
(REG)Top-1,679_rmftsa_sleepdata,100,242080,10,0.26,0.2938515765952234,0.033851576595223365,0.007926800000859657
(REG)Top-1,679_rmftsa_sleepdata,100,628142,1,0.32,0.5484967836054265,0.22849678360542652,0.0072762999989208765
(REG)Top-1,679_rmftsa_sleepdata,100,357100,2,0.32,0.4101263098089332,0.09012630980893321,0.007698199999140343
(REG)Top-1,679_rmftsa_sleepdata,100,116673,3,0.32,0.29801582136457005,0.021984178635429952,0.00932219999958761
(REG)Top-1,679_rmftsa_sleepdata,100,999023,4,0.32,0.28968831526409455,0.030311684735905453,0.007317999999941094
(REG)Top-1,679_rmftsa_sleepdata,100,266800,5,0.32,0.24762972848877285,0.07237027151122716,0.0071494000003440306
(REG)Top-1,679_rmftsa_sleepdata,100,926686,6,0.32,0.34540792706559836,0.025407927065598357,0.007487799997761613
(REG)Top-1,679_rmftsa_sleepdata,100,239557,7,0.32,0.39693793984448167,0.07693793984448166,0.009560200000123587
(REG)Top-1,679_rmftsa_sleepdata,100,542906,8,0.32,0.4445646718909895,0.12456467189098952,0.008048300001973985
(REG)Top-1,679_rmftsa_sleepdata,100,610734,9,0.32,0.5899654054710011,0.26996540547100106,0.007358800001384225
(REG)Top-1,679_rmftsa_sleepdata,100,233215,10,0.32,0.560773811111837,0.240773811111837,0.007538799996837042
(REG)Top-1,679_rmftsa_sleepdata,100,47453,1,0.37,0.4487806148084191,0.07878061480841908,0.00809310000113328
