quantifier,dataset,sample_size,sampling_seed,iteration,alpha,pred_prev,abs_error,run_time
(KNN)Top-10,AedesQuinx,100,982,7,0.74,0.6512475245097089,0.08875247549029108,5.920208799943794
(KNN)Top-10,AedesQuinx,100,276,8,0.74,0.760952380952381,0.020952380952381056,5.81203670008108
(KNN)Top-10,AedesQuinx,100,684,9,0.74,0.6815110305440859,0.058488969455914086,5.818015300028492
(KNN)Top-10,AedesQuinx,100,312,10,0.74,0.73,0.010000000000000009,6.044967100082431
(KNN)Top-10,AedesQuinx,100,512,1,0.79,0.8733960063014858,0.0833960063014858,6.007921700016595
(KNN)Top-10,AedesQuinx,100,804,2,0.79,0.6295238095238096,0.16047619047619044,5.794631000026129
(KNN)Top-10,AedesQuinx,100,762,3,0.79,0.7435101584255284,0.04648984157447167,5.669927100010682
(KNN)Top-10,AedesQuinx,100,865,4,0.79,0.7337573371210919,0.05624266287890811,5.397843799961265
(KNN)Top-10,AedesQuinx,100,220,5,0.79,0.8104054054054055,0.020405405405405475,4.962593299977016
(KNN)Top-10,AedesQuinx,100,748,6,0.79,0.7124963893235472,0.07750361067645284,4.556981099944096
(KNN)Top-10,AedesQuinx,100,746,7,0.79,0.8197619047619049,0.029761904761904878,4.307107900036499
(KNN)Top-10,AedesQuinx,100,995,8,0.79,0.8900329745129565,0.10003297451295645,1.1389791000401601
(KNN)Top-10,AedesQuinx,100,892,9,0.79,0.7609523809523809,0.0290476190476191,1.133235699904617
(KNN)Top-10,AedesQuinx,100,381,10,0.79,0.8137185869112016,0.023718586911201545,1.142240299959667
(KNN)Top-10,AedesQuinx,100,972,1,0.84,0.8225718319420139,0.017428168057986082,1.141431700089015
(KNN)Top-10,AedesQuinx,100,850,2,0.84,0.8585714285714287,0.018571428571428683,1.1399580999277532
(KNN)Top-10,AedesQuinx,100,577,3,0.84,0.9110547733018995,0.07105477330189958,1.1367809000075795
(KNN)Top-10,AedesQuinx,100,201,4,0.84,0.9013572403964053,0.06135724039640533,1.1420626999461092
(KNN)Top-10,AedesQuinx,100,238,5,0.84,0.8122900498503345,0.027709950149665485,1.1315320000285283
(KNN)Top-10,AedesQuinx,100,663,6,0.84,0.8714818134868568,0.03148181348685686,1.1446343000861816
(KNN)Top-10,AedesQuinx,100,703,7,0.84,0.7696153846153846,0.07038461538461538,1.1496815002174117
(KNN)Top-10,AedesQuinx,100,647,8,0.84,0.8966167481158973,0.05661674811589734,1.1346589999157004
(KNN)Top-10,AedesQuinx,100,964,9,0.84,0.8291449463816781,0.010855053618321842,1.1356321999337524
(KNN)Top-10,AedesQuinx,100,744,10,0.84,0.85869436576044,0.018694365760440035,1.1443789000040852
(KNN)Top-10,AedesQuinx,100,25,1,0.89,0.8994444444444446,0.009444444444444589,1.1493344000773504
(KNN)Top-10,AedesQuinx,100,38,2,0.89,0.8826655084926378,0.007334491507362206,1.139266799960751
(KNN)Top-10,AedesQuinx,100,871,3,0.89,0.7609523809523809,0.12904761904761908,1.183011399989482
(KNN)Top-10,AedesQuinx,100,706,4,0.89,0.8735714285714287,0.016428571428571348,1.1307784001110122
(KNN)Top-10,AedesQuinx,100,33,5,0.89,0.9511904761904761,0.06119047619047613,1.135002299968619
(KNN)Top-10,AedesQuinx,100,229,6,0.89,0.8752313728715282,0.014768627128471823,1.1389716999256052
(KNN)Top-10,AedesQuinx,100,431,7,0.89,0.987063492063492,0.09706349206349196,1.1328843999071978
(KNN)Top-10,AedesQuinx,100,920,8,0.89,0.873015873015873,0.01698412698412699,1.1307376999175176
(KNN)Top-10,AedesQuinx,100,751,9,0.89,0.8635714285714287,0.026428571428571357,1.1360041999723762
(KNN)Top-10,AedesQuinx,100,994,10,0.89,0.8506349206349207,0.03936507936507927,1.144773000094574
(KNN)Top-10,AedesQuinx,100,568,1,0.95,0.9544173724730414,0.004417372473041414,1.1421994999982417
(KNN)Top-10,AedesQuinx,100,960,2,0.95,0.9416981132075471,0.008301886792452806,1.130316399910953
(KNN)Top-10,AedesQuinx,100,356,3,0.95,0.9992650595310029,0.04926505953100291,1.1360277000349015
(KNN)Top-10,AedesQuinx,100,898,4,0.95,0.9411772466582913,0.008822753341708678,1.140630800044164
(KNN)Top-10,AedesQuinx,100,590,5,0.95,1.0,0.050000000000000044,1.1301027999143116
(KNN)Top-10,AedesQuinx,100,335,6,0.95,0.9217210957294394,0.028278904270560568,1.13382529997034
(KNN)Top-10,AedesQuinx,100,799,7,0.95,1.0,0.050000000000000044,1.1204016000265256
(KNN)Top-10,AedesQuinx,100,330,8,0.95,0.9691269841269843,0.019126984126984325,1.139882099989336
(KNN)Top-10,AedesQuinx,100,12,9,0.95,0.8097619047619049,0.14023809523809505,1.137524499965366
(KNN)Top-10,AedesQuinx,100,829,10,0.95,1.0,0.050000000000000044,1.1488978000124916
(KNN)Top-10,AedesQuinx,100,754,1,1.0,0.9613687740474772,0.038631225952522774,1.1415719999349676
(KNN)Top-10,AedesQuinx,100,742,2,1.0,0.9999777238029761,2.2276197023884947e-05,1.132670700084418
(KNN)Top-10,AedesQuinx,100,820,3,1.0,1.0,0.0,1.1438148999004625
(KNN)Top-10,AedesQuinx,100,344,4,1.0,1.0,0.0,1.125695499998983
(KNN)Top-10,AedesQuinx,100,928,5,1.0,1.0,0.0,1.1252262000343762
(KNN)Top-10,AedesQuinx,100,554,6,1.0,1.0,0.0,1.1209433999611065
(KNN)Top-10,AedesQuinx,100,379,7,1.0,0.9999777238029761,2.2276197023884947e-05,1.1396094999508932
(KNN)Top-10,AedesQuinx,100,348,8,1.0,1.0,0.0,1.1297113000764512
(KNN)Top-10,AedesQuinx,100,840,9,1.0,0.9354670830080666,0.06453291699193342,1.153482699941378
(KNN)Top-10,AedesQuinx,100,114,10,1.0,0.989916649066212,0.010083350933787982,1.135349500051234
(KNN)Top-10,AedesSex,100,623,1,0.0,0.0,0.0,1.1196638001129031
(KNN)Top-10,AedesSex,100,243,2,0.0,0.0,0.0,1.1226841000607237
(KNN)Top-10,AedesSex,100,18,3,0.0,0.020725945017182126,0.020725945017182126,1.162740599946119
(KNN)Top-10,AedesSex,100,549,4,0.0,0.0,0.0,1.1332327999407426
(KNN)Top-10,AedesSex,100,447,5,0.0,0.0,0.0,1.1298028000746854
(KNN)Top-10,AedesSex,100,954,6,0.0,0.0,0.0,1.1268331998726353
(KNN)Top-10,AedesSex,100,562,7,0.0,0.0,0.0,1.1240208998206072
(KNN)Top-10,AedesSex,100,739,8,0.0,0.0,0.0,1.1310465998831205
(KNN)Top-10,AedesSex,100,84,9,0.0,0.015416666666666669,0.015416666666666669,1.1097547999233939
(KNN)Top-10,AedesSex,100,51,10,0.0,0.037128089877208,0.037128089877208,1.1245661998982541
(KNN)Top-10,AedesSex,100,949,1,0.05,0.06109070278615933,0.011090702786159326,1.1280828998424113
(KNN)Top-10,AedesSex,100,144,2,0.05,0.04145189003436427,0.008548109965635736,1.1090341001399793
(KNN)Top-10,AedesSex,100,940,3,0.05,0.04166666666666667,0.008333333333333331,1.1159013000433333
(KNN)Top-10,AedesSex,100,575,4,0.05,0.031088917525773196,0.018911082474226806,1.1207278999499977
(KNN)Top-10,AedesSex,100,304,5,0.05,0.0625,0.012499999999999997,1.1115461999434046
(KNN)Top-10,AedesSex,100,462,6,0.05,0.060512346148109505,0.010512346148109503,1.1246126999612898
(KNN)Top-10,AedesSex,100,296,7,0.05,0.0526388897721917,0.002638889772191698,1.1158439001301304
(KNN)Top-10,AedesSex,100,22,8,0.05,0.07,0.020000000000000004,1.1363022000878118
(KNN)Top-10,AedesSex,100,17,9,0.05,0.04188596491228071,0.008114035087719296,1.132851000118535
(KNN)Top-10,AedesSex,100,317,10,0.05,0.04757277024793724,0.0024272297520627623,1.1256051000091247
(KNN)Top-10,AedesSex,100,917,1,0.11,0.14359351988217967,0.033593519882179665,1.1322866999544203
(KNN)Top-10,AedesSex,100,271,2,0.11,0.10971068090302058,0.0002893190969794207,1.129995700030122
(KNN)Top-10,AedesSex,100,605,3,0.11,0.10416666666666666,0.005833333333333343,1.1353122001164593
(KNN)Top-10,AedesSex,100,824,4,0.11,0.11789473684210526,0.00789473684210526,1.1130942000891082
(KNN)Top-10,AedesSex,100,68,5,0.11,0.10486107166939848,0.005138928330601519,1.1242203000583686
(KNN)Top-10,AedesSex,100,434,6,0.11,0.11914733676975947,0.00914733676975947,1.1211722998414189
(KNN)Top-10,AedesSex,100,977,7,0.11,0.11458333333333334,0.004583333333333342,1.1152464000624605
(KNN)Top-10,AedesSex,100,909,8,0.11,0.10400859525335426,0.005991404746645737,1.117975100001786
(KNN)Top-10,AedesSex,100,594,9,0.11,0.1063355392018194,0.0036644607981805993,1.122075199848041
(KNN)Top-10,AedesSex,100,923,10,0.11,0.10416666666666666,0.005833333333333343,1.1194241999764927
(KNN)Top-10,AedesSex,100,881,1,0.16,0.16209545644784867,0.0020954564478486704,1.1238981000497006
(KNN)Top-10,AedesSex,100,593,2,0.16,0.1609637879129484,0.000963787912948405,1.126659799949266
(KNN)Top-10,AedesSex,100,435,3,0.16,0.16,0.0,1.1117501000408083
(KNN)Top-10,AedesSex,100,772,4,0.16,0.1474147763583637,0.012585223641636306,1.119848400063347
(KNN)Top-10,AedesSex,100,958,5,0.16,0.14122096178324683,0.01877903821675317,1.1244046000065282
(KNN)Top-10,AedesSex,100,295,6,0.16,0.15812500000000002,0.0018749999999999878,1.1349620000110008
(KNN)Top-10,AedesSex,100,403,7,0.16,0.18278350515463918,0.022783505154639172,1.1201699998928234
(KNN)Top-10,AedesSex,100,375,8,0.16,0.16833333333333333,0.008333333333333331,1.127504299976863
(KNN)Top-10,AedesSex,100,37,9,0.16,0.16360101025371168,0.0036010102537116784,1.1652193000190891
(KNN)Top-10,AedesSex,100,651,10,0.16,0.1624742268041237,0.002474226804123708,1.10919379995903
(KNN)Top-10,AedesSex,100,963,1,0.21,0.20376234672693844,0.006237653273061555,1.1133016000967473
(KNN)Top-10,AedesSex,100,459,2,0.21,0.20856049859855985,0.0014395014014401408,1.113914799876511
(KNN)Top-10,AedesSex,100,396,3,0.21,0.20734126984126985,0.002658730158730138,1.1137172999442555
(KNN)Top-10,AedesSex,100,392,4,0.21,0.21493644699858439,0.004936446998584393,1.1232594000757672
(KNN)Top-10,AedesSex,100,615,5,0.21,0.21875,0.008750000000000008,1.113306900137104
(KNN)Top-10,AedesSex,100,217,6,0.21,0.23979166666666668,0.02979166666666669,1.128213899966795
(KNN)Top-10,AedesSex,100,810,7,0.21,0.19,0.01999999999999999,1.1357055000262335
(KNN)Top-10,AedesSex,100,695,8,0.21,0.1942008048391588,0.01579919516084119,1.1708864000393078
(KNN)Top-10,AedesSex,100,166,9,0.21,0.219375,0.009374999999999994,1.145449599949643
(KNN)Top-10,AedesSex,100,78,10,0.21,0.20669748880660987,0.0033025111933901174,1.1226953999721445
(KNN)Top-10,AedesSex,100,711,1,0.26,0.29845006239974414,0.038450062399744134,1.1320155000430532
(KNN)Top-10,AedesSex,100,998,2,0.26,0.25,0.010000000000000009,1.1189597000484355
(KNN)Top-10,AedesSex,100,247,3,0.26,0.2603774212554573,0.00037742125545731087,1.13648640003521
(KNN)Top-10,AedesSex,100,43,4,0.26,0.255,0.0050000000000000044,1.1223179000080563
(KNN)Top-10,AedesSex,100,443,5,0.26,0.2791752577319588,0.019175257731958772,1.1635652998811565
(KNN)Top-10,AedesSex,100,198,6,0.26,0.2604166666666667,0.0004166666666666763,1.1622982000699267
(KNN)Top-10,AedesSex,100,500,7,0.26,0.2704166666666667,0.010416666666666685,1.1276948999147862
(KNN)Top-10,AedesSex,100,414,8,0.26,0.24,0.020000000000000018,1.1184841000358574
(KNN)Top-10,AedesSex,100,233,9,0.26,0.24371134020618557,0.01628865979381444,1.1285516999778338
(KNN)Top-10,AedesSex,100,175,10,0.26,0.2585141578386475,0.001485842161352502,1.1281167000415735
(KNN)Top-10,AedesSex,100,255,1,0.32,0.31,0.010000000000000009,1.11518280004384
(KNN)Top-10,AedesSex,100,429,2,0.32,0.3020833333333333,0.017916666666666692,1.1210871001239866
(KNN)Top-10,AedesSex,100,269,3,0.32,0.32145833333333335,0.0014583333333333393,1.1195833001402207
(KNN)Top-10,AedesSex,100,214,4,0.32,0.3256627393225331,0.0056627393225330835,1.1118509999942034
(KNN)Top-10,AedesSex,100,984,5,0.32,0.332662023756926,0.012662023756925989,1.1198205999680795
(KNN)Top-10,AedesSex,100,309,6,0.32,0.3125,0.007500000000000007,1.127013899909798
(KNN)Top-10,AedesSex,100,265,7,0.32,0.31125,0.00874999999999998,1.1149960000184365
(KNN)Top-10,AedesSex,100,2,8,0.32,0.2908333333333333,0.02916666666666673,1.1221923000412062
(KNN)Top-10,AedesSex,100,807,9,0.32,0.3370144150845338,0.017014415084533774,1.1227331001427956
(KNN)Top-10,AedesSex,100,277,10,0.32,0.31100514710671595,0.008994852893284055,1.1200228999368846
(KNN)Top-10,AedesSex,100,109,1,0.37,0.3579762408255822,0.01202375917441778,1.1185964000760578
(KNN)Top-10,AedesSex,100,514,2,0.37,0.37908620606185306,0.009086206061853064,1.122349999845028
(KNN)Top-10,AedesSex,100,534,3,0.37,0.35025773195876286,0.019742268041237132,1.112993799848482
(KNN)Top-10,AedesSex,100,491,4,0.37,0.35637127268175683,0.013628727318243161,1.1395437000319362
(KNN)Top-10,AedesSex,100,473,5,0.37,0.38664001419447314,0.01664001419447314,1.17011129995808
(KNN)Top-10,AedesSex,100,734,6,0.37,0.35416666666666663,0.015833333333333366,1.1197144999168813
(KNN)Top-10,AedesSex,100,147,7,0.37,0.3627040378006873,0.007295962199312722,1.121480599977076
(KNN)Top-10,AedesSex,100,727,8,0.37,0.3604123711340206,0.009587628865979414,1.1277590999379754
(KNN)Top-10,AedesSex,100,530,9,0.37,0.36348046100667575,0.006519538993324248,1.1136458999244496
(KNN)Top-10,AedesSex,100,116,10,0.37,0.37,0.0,1.1261644000769593
(KNN)Top-10,AedesSex,100,242,1,0.42,0.4121064661081507,0.00789353389184927,1.1232017001602799
(KNN)Top-10,AedesSex,100,9,2,0.42,0.4204822331617576,0.0004822331617576059,1.1427128000650555
(KNN)Top-10,AedesSex,100,486,3,0.42,0.4270833333333333,0.00708333333333333,1.1423396999016404
(KNN)Top-10,AedesSex,100,524,4,0.42,0.4270833333333333,0.00708333333333333,1.1276650999789126
(KNN)Top-10,AedesSex,100,321,5,0.42,0.41666666666666663,0.003333333333333355,1.1144087002030574
(KNN)Top-10,AedesSex,100,419,6,0.42,0.42854166666666665,0.00854166666666667,1.1192365000606515
(KNN)Top-10,AedesSex,100,724,7,0.42,0.4300537634408602,0.01005376344086023,1.1286472000647336
(KNN)Top-10,AedesSex,100,368,8,0.42,0.42,0.0,1.1161236999323592
(KNN)Top-10,AedesSex,100,547,9,0.42,0.42,0.0,1.1273491000174545
(KNN)Top-10,AedesSex,100,996,10,0.42,0.4145189003436426,0.005481099656357402,1.1206286000087857
(KNN)Top-10,AedesSex,100,334,1,0.47,0.47396555601318363,0.003965556013183658,1.1193835999583825
(KNN)Top-10,AedesSex,100,485,2,0.47,0.47916666666666663,0.009166666666666656,1.124884299992118
(KNN)Top-10,AedesSex,100,151,3,0.47,0.47000000000000003,5.551115123125783e-17,1.1140038999146782
(KNN)Top-10,AedesSex,100,618,4,0.47,0.45443836287784134,0.015561637122158634,1.1253327999147587
(KNN)Top-10,AedesSex,100,374,5,0.47,0.4633874211092841,0.00661257889071587,1.120700100029353
(KNN)Top-10,AedesSex,100,331,6,0.47,0.43,0.03999999999999998,1.132934199878946
(KNN)Top-10,AedesSex,100,770,7,0.47,0.47887311985004954,0.008873119850049571,1.1178267999202944
(KNN)Top-10,AedesSex,100,781,8,0.47,0.4895833333333333,0.01958333333333334,1.1226492000278085
(KNN)Top-10,AedesSex,100,357,9,0.47,0.4795833333333333,0.009583333333333333,1.123546399991028
(KNN)Top-10,AedesSex,100,763,10,0.47,0.47720451667790564,0.00720451667790567,1.1329841999686323
(KNN)Top-10,AedesSex,100,934,1,0.53,0.5204166666666667,0.009583333333333277,1.1132209999486804
(KNN)Top-10,AedesSex,100,802,2,0.53,0.5322880893989335,0.002288089398933435,1.1290196999325417
(KNN)Top-10,AedesSex,100,745,3,0.53,0.5408333333333334,0.010833333333333361,1.1240781999658793
(KNN)Top-10,AedesSex,100,246,4,0.53,0.53125,0.0012499999999999734,1.1412798999226652
(KNN)Top-10,AedesSex,100,472,5,0.53,0.5051546391752577,0.024845360824742313,1.1135233999812044
(KNN)Top-10,AedesSex,100,250,6,0.53,0.5281578947368422,0.0018421052631578672,1.1311932999524288
(KNN)Top-10,AedesSex,100,316,7,0.53,0.5357915148719055,0.005791514871905434,1.1235069000395015
(KNN)Top-10,AedesSex,100,329,8,0.53,0.5427878003999482,0.012787800399948202,1.1256287000142038
(KNN)Top-10,AedesSex,100,11,9,0.53,0.5408333333333334,0.010833333333333361,1.1207732999464497
(KNN)Top-10,AedesSex,100,79,10,0.53,0.54,0.010000000000000009,1.1223358000279404
(KNN)Top-10,AedesSex,100,790,1,0.58,0.6041666666666666,0.02416666666666667,1.1689687999896705
(KNN)Top-10,AedesSex,100,539,2,0.58,0.5954218642552537,0.015421864255253714,1.1186351999640465
(KNN)Top-10,AedesSex,100,251,3,0.58,0.5833687713250086,0.0033687713250086793,1.1221585999592207
(KNN)Top-10,AedesSex,100,792,4,0.58,0.59101345722452,0.011013457224520073,1.1261643999023363
(KNN)Top-10,AedesSex,100,237,5,0.58,0.5721284539049036,0.007871546095096327,1.1194577000569552
(KNN)Top-10,AedesSex,100,239,6,0.58,0.5827604082117886,0.0027604082117886897,1.1239169999607839
(KNN)Top-10,AedesSex,100,141,7,0.58,0.5802635983507165,0.0002635983507165429,1.1228987000649795
(KNN)Top-10,AedesSex,100,476,8,0.58,0.5838075312802788,0.0038075312802788863,1.1203357001650147
(KNN)Top-10,AedesSex,100,753,9,0.58,0.5685017473683777,0.011498252631622297,1.1244008998619393
(KNN)Top-10,AedesSex,100,939,10,0.58,0.5897429144572954,0.00974291445729547,1.1150704000028782
(KNN)Top-10,AedesSex,100,723,1,0.63,0.62,0.010000000000000009,1.124546199978795
(KNN)Top-10,AedesSex,100,383,2,0.63,0.6299435313309871,5.646866901287684e-05,1.13766210002359
(KNN)Top-10,AedesSex,100,731,3,0.63,0.6410526315789473,0.011052631578947314,1.119175800064113
(KNN)Top-10,AedesSex,100,516,4,0.63,0.6588912080757869,0.028891208075786934,1.1251753999385983
(KNN)Top-10,AedesSex,100,965,5,0.63,0.6376686080281755,0.007668608028175483,1.1282201000722125
(KNN)Top-10,AedesSex,100,690,6,0.63,0.6484775635920035,0.018477563592003476,1.128653599997051
(KNN)Top-10,AedesSex,100,913,7,0.63,0.6152700171495147,0.014729982850485324,1.1237142998725176
(KNN)Top-10,AedesSex,100,891,8,0.63,0.6164510541592667,0.013548945840733295,1.1228338001528755
(KNN)Top-10,AedesSex,100,208,9,0.63,0.6391489361702127,0.00914893617021273,1.112687700020615
(KNN)Top-10,AedesSex,100,882,10,0.63,0.6145833333333334,0.015416666666666634,1.1135904000839218
(KNN)Top-10,AedesSex,100,102,1,0.68,0.6734667583645094,0.0065332416354906275,1.131085000000894
(KNN)Top-10,AedesSex,100,263,2,0.68,0.7084151277736205,0.02841512777362043,1.127550799807068
(KNN)Top-10,AedesSex,100,412,3,0.68,0.7009193801386064,0.02091938013860639,1.123487600008957
(KNN)Top-10,AedesSex,100,308,4,0.68,0.6906818195117718,0.010681819511771717,1.1235545001691207
(KNN)Top-10,AedesSex,100,565,5,0.68,0.6649122807017545,0.015087719298245594,1.1182058998965658
(KNN)Top-10,AedesSex,100,145,6,0.68,0.6966479304964526,0.016647930496452523,1.1158045000047423
(KNN)Top-10,AedesSex,100,285,7,0.68,0.6903608247422681,0.010360824742268071,1.1214859000756405
(KNN)Top-10,AedesSex,100,780,8,0.68,0.6900607717012899,0.010060771701289828,1.1300582000403665
(KNN)Top-10,AedesSex,100,24,9,0.68,0.6623745520901148,0.017625447909885295,1.1233940999372862
(KNN)Top-10,AedesSex,100,135,10,0.68,0.6404860462375516,0.039513953762448484,1.1206861999817193
(KNN)Top-10,AedesSex,100,788,1,0.74,0.7397916666666666,0.0002083333333333659,1.1191152000101283
(KNN)Top-10,AedesSex,100,545,2,0.74,0.7399836258504418,1.6374149558240347e-05,1.1176253999583423
(KNN)Top-10,AedesSex,100,360,3,0.74,0.7246754143200385,0.015324585679961533,1.115656000096351
(KNN)Top-10,AedesSex,100,20,4,0.74,0.7562843080135108,0.016284308013510773,1.1137837000424042
(KNN)Top-10,AedesSex,100,101,5,0.74,0.75,0.010000000000000009,1.1199131000903435
(KNN)Top-10,AedesSex,100,617,6,0.74,0.7395833333333334,0.0004166666666666208,1.1199320000014268
(KNN)Top-10,AedesSex,100,982,7,0.74,0.7395833333333334,0.0004166666666666208,1.1559146000654437
(KNN)Top-10,AedesSex,100,276,8,0.74,0.7397916666666666,0.0002083333333333659,1.1133292999584228
(KNN)Top-10,AedesSex,100,684,9,0.74,0.7315380153369899,0.00846198466301007,1.117960200062953
(KNN)Top-10,AedesSex,100,312,10,0.74,0.7312320733752777,0.008767926624722255,1.1181644000462256
(KNN)Top-10,AedesSex,100,512,1,0.79,0.7908333333333334,0.0008333333333333526,1.1214070999994874
(KNN)Top-10,AedesSex,100,804,2,0.79,0.7756658692481408,0.014334130751859187,1.1376117999316193
(KNN)Top-10,AedesSex,100,762,3,0.79,0.7782978723404256,0.011702127659574457,1.13297540001804
(KNN)Top-10,AedesSex,100,865,4,0.79,0.81125,0.02124999999999999,1.1225681000505574
(KNN)Top-10,AedesSex,100,220,5,0.79,0.7935197540316579,0.003519754031657829,1.1298032000777312
(KNN)Top-10,AedesSex,100,748,6,0.79,0.78125,0.008750000000000036,1.117560900049284
(KNN)Top-10,AedesSex,100,746,7,0.79,0.7780030812027459,0.011996918797254175,1.11878900002921
(KNN)Top-10,AedesSex,100,995,8,0.79,0.78125,0.008750000000000036,1.1138651000219397
(KNN)Top-10,AedesSex,100,892,9,0.79,0.7938250673338763,0.0038250673338762198,1.118521900032647
(KNN)Top-10,AedesSex,100,381,10,0.79,0.79912391289175,0.009123912891749963,1.1145002999692224
(KNN)Top-10,AedesSex,100,972,1,0.84,0.84375,0.003750000000000031,1.1159369000815786
(KNN)Top-10,AedesSex,100,850,2,0.84,0.8578350515463917,0.017835051546391756,1.1381423000711948
(KNN)Top-10,AedesSex,100,577,3,0.84,0.8427134165249,0.002713416524899981,1.1165408000233583
(KNN)Top-10,AedesSex,100,201,4,0.84,0.84375,0.003750000000000031,1.1209178999997675
(KNN)Top-10,AedesSex,100,238,5,0.84,0.8504834015654882,0.010483401565488215,1.1247637000051327
(KNN)Top-10,AedesSex,100,663,6,0.84,0.8515183891337197,0.01151838913371972,1.1139434999786317
(KNN)Top-10,AedesSex,100,703,7,0.84,0.8588082431514643,0.018808243151464343,1.1229331000358798
(KNN)Top-10,AedesSex,100,647,8,0.84,0.82635195035461,0.013648049645390015,1.1224724000203423
(KNN)Top-10,AedesSex,100,964,9,0.84,0.8205263157894738,0.0194736842105262,1.1076858001179062
(KNN)Top-10,AedesSex,100,744,10,0.84,0.8541666666666666,0.01416666666666666,1.1152859001304023
(KNN)Top-10,AedesSex,100,25,1,0.89,0.8892978096006756,0.0007021903993243983,1.127509699901566
(KNN)Top-10,AedesSex,100,38,2,0.89,0.854918384879725,0.03508161512027497,1.1260072000441141
(KNN)Top-10,AedesSex,100,871,3,0.89,0.8781443298969072,0.011855670103092852,1.1324850000091828
(KNN)Top-10,AedesSex,100,706,4,0.89,0.8366666666666667,0.053333333333333344,1.1116702000726946
(KNN)Top-10,AedesSex,100,33,5,0.89,0.8756443298969072,0.014355670103092799,1.1200598999275826
(KNN)Top-10,AedesSex,100,229,6,0.89,0.9031400472394575,0.013140047239457497,1.1281878000008874
(KNN)Top-10,AedesSex,100,431,7,0.89,0.8860073024054982,0.003992697594501826,1.122341400012374
(KNN)Top-10,AedesSex,100,920,8,0.89,0.8775,0.012500000000000067,1.1147505998960696
(KNN)Top-10,AedesSex,100,751,9,0.89,0.8923684210526316,0.002368421052631575,1.113502000051085
(KNN)Top-10,AedesSex,100,994,10,0.89,0.9035783343734998,0.013578334373499756,1.1204667998244986
(KNN)Top-10,AedesSex,100,568,1,0.95,0.9215832241203399,0.028416775879660072,1.1176524999318644
(KNN)Top-10,AedesSex,100,960,2,0.95,0.9379233224271325,0.012076677572867456,1.1169140998390503
(KNN)Top-10,AedesSex,100,356,3,0.95,0.9467844202898552,0.0032155797101447448,1.1813571001403034
(KNN)Top-10,AedesSex,100,898,4,0.95,0.9405882352941177,0.00941176470588223,1.1233701999881305
(KNN)Top-10,AedesSex,100,590,5,0.95,0.9378221649484537,0.012177835051546237,1.1200150000513531
(KNN)Top-10,AedesSex,100,335,6,0.95,0.9583333333333334,0.008333333333333415,1.1268117999425158
(KNN)Top-10,AedesSex,100,799,7,0.95,0.9139074662973028,0.03609253370269716,1.123844499932602
(KNN)Top-10,AedesSex,100,330,8,0.95,0.9479166666666667,0.002083333333333215,1.1279858999187127
(KNN)Top-10,AedesSex,100,12,9,0.95,0.959381443298969,0.009381443298969061,1.1314699000213295
(KNN)Top-10,AedesSex,100,829,10,0.95,0.9556109448859613,0.005610944885961366,1.1295615000417456
(KNN)Top-10,AedesSex,100,754,1,1.0,1.0,0.0,1.1248641998972744
(KNN)Top-10,AedesSex,100,742,2,1.0,1.0,0.0,1.1213622000068426
(KNN)Top-10,AedesSex,100,820,3,1.0,0.9885140906873224,0.011485909312677567,1.110711699933745
(KNN)Top-10,AedesSex,100,344,4,1.0,1.0,0.0,1.129137200070545
(KNN)Top-10,AedesSex,100,928,5,1.0,1.0,0.0,1.1095119999954477
(KNN)Top-10,AedesSex,100,554,6,1.0,1.0,0.0,1.1180646999855526
(KNN)Top-10,AedesSex,100,379,7,1.0,0.9792740549828178,0.020725945017182168,1.1301027000299655
(KNN)Top-10,AedesSex,100,348,8,1.0,1.0,0.0,1.1140502000926062
(KNN)Top-10,AedesSex,100,840,9,1.0,1.0,0.0,1.1163394000031985
(KNN)Top-10,AedesSex,100,114,10,1.0,0.9895833333333334,0.01041666666666663,1.1360760999959894
(KNN)Top-10,ArabicDigit,100,623,1,0.0,0.005497385711672725,0.005497385711672725,0.4680494000785984
(KNN)Top-10,ArabicDigit,100,243,2,0.0,0.0,0.0,0.46294280007714406
(KNN)Top-10,ArabicDigit,100,18,3,0.0,0.0,0.0,0.4627461999771185
(KNN)Top-10,ArabicDigit,100,549,4,0.0,0.00048624761316080954,0.00048624761316080954,0.4685011999681592
(KNN)Top-10,ArabicDigit,100,447,5,0.0,0.024342977248700614,0.024342977248700614,0.4654245998826809
(KNN)Top-10,ArabicDigit,100,954,6,0.0,0.010729468957679199,0.010729468957679199,0.468504200107418
(KNN)Top-10,ArabicDigit,100,562,7,0.0,0.0,0.0,0.4660425999900326
(KNN)Top-10,ArabicDigit,100,739,8,0.0,0.0,0.0,0.4631329000694677
(KNN)Top-10,ArabicDigit,100,84,9,0.0,0.0,0.0,0.4645360001013614
(KNN)Top-10,ArabicDigit,100,51,10,0.0,0.005410490748135307,0.005410490748135307,0.4675755000207573
(KNN)Top-10,ArabicDigit,100,949,1,0.05,0.05,0.0,0.4673463001381606
(KNN)Top-10,ArabicDigit,100,144,2,0.05,0.02357475318734359,0.026425246812656414,0.48031150008318946
(KNN)Top-10,ArabicDigit,100,940,3,0.05,0.04145189003436425,0.00854810996563575,0.469881700060796
(KNN)Top-10,ArabicDigit,100,575,4,0.05,0.04145189003436425,0.00854810996563575,0.4688915999722667
(KNN)Top-10,ArabicDigit,100,304,5,0.05,0.05,0.0,0.4834348000003956
