dataset,predicted_ranking,true_ranking,predicted_ranking_error,true_ranking_error
AedesQuinx,"['HDy', 'SORD', 'SMM', 'X', 'MAX', 'DyS', 'MS', 'PACC', 'ACC', 'PCC', 'CC']","['DyS', 'SORD', 'MS', 'SMM', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC']","[np.float64(0.029762499999999997), np.float64(0.03175749999999998), np.float64(0.03210740755000001), np.float64(0.03225499860000002), np.float64(0.03348878595), np.float64(0.03514503369999999), np.float64(0.07029656905), np.float64(0.0704029852499999), np.float64(0.07686504270000002), np.float64(0.08444724845000003), np.float64(0.08954849999999999)]","[np.float64(0.039899175), np.float64(0.041100000000000005), np.float64(0.042593195), np.float64(0.04275866), np.float64(0.04527147), np.float64(0.04656194), np.float64(0.04737306), np.float64(0.05485), np.float64(0.084779695), np.float64(0.09620000000000001), np.float64(0.146876245)]"
AedesSex,"['SORD', 'SMM', 'DyS', 'X', 'MAX', 'MS', 'HDy', 'ACC', 'PACC', 'CC', 'PCC']","['DyS', 'SORD', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC']","[np.float64(0.01863850000000002), np.float64(0.019662292699999993), np.float64(0.020828732950000012), np.float64(0.02399450279999998), np.float64(0.025076861499999995), np.float64(0.02658231625), np.float64(0.028992499999999997), np.float64(0.032698989049999995), np.float64(0.04062990054999996), np.float64(0.044957500000000046), np.float64(0.07289833360000002)]","[np.float64(0.0095467), np.float64(0.00995), np.float64(0.01009406), np.float64(0.010819525000000002), np.float64(0.011264594999999999), np.float64(0.011512345), np.float64(0.0120854), np.float64(0.014150000000000001), np.float64(0.0154), np.float64(0.020548805), np.float64(0.02664692)]"
ArabicDigit,"['SORD', 'SMM', 'DyS', 'X', 'MAX', 'MS', 'HDy', 'PACC', 'ACC', 'PCC', 'CC']","['SORD', 'DyS', 'MS', 'MAX', 'X', 'SMM', 'ACC', 'CC', 'PACC', 'HDy', 'PCC']","[np.float64(0.02146399999999999), np.float64(0.022297778650000016), np.float64(0.022377987650000004), np.float64(0.027097975749999996), np.float64(0.027116044650000014), np.float64(0.031621539349999984), np.float64(0.0340955), np.float64(0.04655711589999993), np.float64(0.06047745275000002), np.float64(0.07348972770000006), np.float64(0.07419799999999997)]","[np.float64(0.00805), np.float64(0.008057725), np.float64(0.008282665), np.float64(0.00946694), np.float64(0.009533325), np.float64(0.009741699999999999), np.float64(0.009884509999999999), np.float64(0.01135), np.float64(0.01144439), np.float64(0.013000000000000001), np.float64(0.016512199999999998)]"
BNG,"['X', 'DyS', 'SORD', 'HDy', 'SMM', 'MAX', 'PACC', 'MS', 'CC', 'PCC', 'ACC']","['DyS', 'SORD', 'MS', 'SMM', 'X', 'MAX', 'ACC', 'HDy', 'PACC', 'CC', 'PCC']","[np.float64(0.03559261280000001), np.float64(0.03767830024999998), np.float64(0.03788049999999995), np.float64(0.03854349999999998), np.float64(0.03971642410000001), np.float64(0.04114125769999996), np.float64(0.07724093909999992), np.float64(0.08847548405000007), np.float64(0.09939349999999997), np.float64(0.10941934284999996), np.float64(0.11965144995000002)]","[np.float64(0.009034315), np.float64(0.0091), np.float64(0.00951026), np.float64(0.00962679), np.float64(0.00965208), np.float64(0.01031458), np.float64(0.011836834999999999), np.float64(0.0124), np.float64(0.012958125000000001), np.float64(0.0175), np.float64(0.02274752)]"
anuranCalls,"['SMM', 'SORD', 'X', 'MAX', 'DyS', 'HDy', 'ACC', 'MS', 'PACC', 'CC', 'PCC']","['DyS', 'MS', 'SORD', 'MAX', 'SMM', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC']","[np.float64(0.016291194350000003), np.float64(0.018378499999999975), np.float64(0.018852182249999985), np.float64(0.01892022885000001), np.float64(0.019533617700000002), np.float64(0.024019499999999985), np.float64(0.029113676800000016), np.float64(0.033151560999999975), np.float64(0.04082640394999995), np.float64(0.04536450000000005), np.float64(0.055909486200000004)]","[np.float64(0.01684284), np.float64(0.016847435), np.float64(0.01685), np.float64(0.017493275), np.float64(0.017894965), np.float64(0.020397745000000002), np.float64(0.022213685), np.float64(0.030678209999999997), np.float64(0.03235), np.float64(0.0472), np.float64(0.062954655)]"
click-prediction,"['SORD', 'DyS', 'MS', 'SMM', 'MAX', 'ACC', 'X', 'HDy', 'PACC', 'CC', 'PCC']","['X', 'HDy', 'DyS', 'SORD', 'SMM', 'MAX', 'PACC', 'PCC', 'ACC', 'CC', 'MS']","[np.float64(0.024956999999999997), np.float64(0.027044655949999986), np.float64(0.02778982139999997), np.float64(0.028536735400000016), np.float64(0.03090937015), np.float64(0.0316430466), np.float64(0.03233203170000001), np.float64(0.037543500000000035), np.float64(0.05276845909999994), np.float64(0.06475899999999997), np.float64(0.09749407499999994)]","[np.float64(0.13180949), np.float64(0.13665000000000002), np.float64(0.13681449), np.float64(0.1384), np.float64(0.14008964499999998), np.float64(0.15156191), np.float64(0.355456285), np.float64(0.355456285), np.float64(0.5), np.float64(0.5), np.float64(0.5)]"
