quantifier,dataset,inv_abs_error,run_time
HDy,file7b5365fa741c,0.943865895,0.2251274154999191
HDy,fri_c2_1000_10,0.951101475,0.2150955985000837
HDy,fried,0.96285381,0.24089165050009792
HDy,gina_agnostic,0.9666248749999999,0.2188019880001411
HDy,houses,0.99091194,0.22710221699981045
HDy,jm1-processed,0.869230385,0.2256500895000681
HDy,kdd_JapaneseVowels,0.96917399,0.22354783749993654
HDy,kin8nm,0.94021267,0.22174161649993035
HDy,letter-recognition,0.923329395,0.22780243250001145
HDy,magic,0.9254495500000001,0.22742066799986785
HDy,mozilla,0.9559521150000001,0.2271743860000424
HDy,namao,0.9764543050000001,0.2202486815002157
HDy,occupancy,0.9842110900000001,0.2114367495000624
HDy,page-blocks,0.9522909250000001,0.20361750799995204
HDy,parity5_plus_5,0.777065695,0.19941957099992574
HDy,pendigits,0.9809478749999999,0.20689190700015384
HDy,phoneme,0.938871435,0.20610205199996923
HDy,php50jXam,0.9890766449999999,0.2000868635001643
HDy,phpGUrE90,0.9692709,0.19765442549991344
HDy,phpMD2hR6,0.9612746649999999,0.24255205399998883
HDy,phpV5QYya,0.98096101,0.20877001100012418
HDy,phpWfYmlu,0.9477022650000001,0.20715193650004946
HDy,phphQEck0,0.96852607,0.29174608950004766
HDy,phplE7q6h,0.89318517,0.21235839950000807
HDy,phpmPOD5A,0.7943155199999999,0.2154520324999066
HDy,phpwRjVjk,0.94461034,0.20550638700020496
HDy,phpxijhaP,0.9927669899999999,0.20628470000006924
HDy,pol,0.97022472,0.2096556814999712
HDy,pollen,0.731498385,0.20461476749991558
HDy,puma32H,0.892237485,0.20797773800006322
HDy,puma8NH,0.95877179,0.2076112784998622
HDy,quake,0.7734717550000001,0.2020807280001281
HDy,space_ga,0.9628467700000001,0.20445835799993797
HDy,spambase,0.974092205,0.20683291150007788
HDy,sylva_prior,0.97436692,0.2076517355000578
HDy,visualizing_soil,0.995164005,0.2070905820003463
HDy,wind,0.97163431,0.20733519499992323
HDy,winetype,0.9946641049999999,0.20730620900005303
MAX,1043_ada_agnostic,0.94708697,0.0001686555000105225
MAX,1460_banana,0.883079125,0.00016652650002919802
MAX,1462_banknote-authentication,0.992008735,0.0001628275000211395
MAX,1466_cardiotocography,0.9991089099999999,0.0001653995000196535
MAX,1475_first-order-theorem-proving,0.93174177,0.000168078000028749
MAX,1479_hill-valley,0.9559110900000001,0.0001638765000233865
MAX,1485_madelon,0.8159885250000001,0.000167037500018474
MAX,1489_phoneme,0.942499105,0.000166443000039129
MAX,1494_qsar-biodeg,0.93954775,0.00016464000003447147
MAX,1496_ringnorm,0.95145018,0.0001667509999742335
MAX,1497_wall-robot-navigation,0.9405161649999999,0.0001666239999985405
MAX,1504_steel-plates-fault,1.0,0.00016383949999630699
MAX,1507_twonorm,0.9892424400000001,0.00016722999999723548
MAX,1526_wall-robot-navigation,0.9348875,0.0001675104999548655
MAX,1535_volcanoes-b5,0.96247201,0.000168937499952287
MAX,1538_volcanoes-d1,0.9495267350000001,0.00016810599996910501
MAX,1539_volcanoes-d2,0.9278663899999999,0.00016914850003553749
MAX,1540_volcanoes-d3,0.948441545,0.000167798000011267
MAX,1541_volcanoes-d4,0.9398505450000001,0.000167580999991463
MAX,1566_hill-valley,0.7996003399999999,0.000164246999975098
MAX,182_satimage,0.987978935,0.000167900000010329
MAX,23_cmc,0.92009776,0.00016381599997197801
MAX,28_optdigits,0.9864558649999999,0.000166819000046366
MAX,294_satellite_image,0.98774118,0.00017013049995506902
MAX,2dplanes,0.962872125,0.0001752054999087205
MAX,30_page-blocks,0.9711735899999999,0.000176197499986252
MAX,312_scene,0.985207985,0.00016092550005845747
MAX,375_JapaneseVowels,0.98374159,0.00016427849997848802
MAX,40474_thyroid-allbp,0.942928325,0.0001512780000393325
MAX,40475_thyroid-allhyper,0.942928325,0.00015410400004833998
MAX,40733_yeast,0.9303841199999999,0.000156961999928123
MAX,44_spambase,0.976210145,0.000181807500048256
MAX,4538_GesturePhaseSegmentationProcessed,0.905232975,0.000170206499933508
MAX,60_waveform-5000,0.97004233,0.000152911999948577
MAX,679_rmftsa_sleepdata,0.91761475,0.00014822650000491752
MAX,AedesQuinx,0.9573145150000001,0.00015382450003011998
MAX,AedesSex,0.9872156649999999,0.00015341900007110048
MAX,ArabicDigit,0.99104426,0.0001534240000000385
MAX,BNG,0.989742635,0.000175758499944959
MAX,BNG_breast-w,0.989742635,0.00018314899994033702
MAX,GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,0.71090848,0.00018072899991234198
MAX,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,0.770375905,0.0001827289999163885
MAX,HTRU,0.983044905,0.000181796999968305
MAX,MagicTelescope,0.943296325,0.0001824875000238075
MAX,abalone,0.952381335,0.0001576020000447435
MAX,ailerons,0.967134705,0.0001531379998777495
MAX,anuranCalls,0.9842344350000001,0.0001512254999851835
MAX,balloon,0.9632581299999999,0.000148574499953566
MAX,bank8FM,0.9832368850000001,0.00015349949994737799
MAX,churn,0.9498266150000001,0.0001842235000003205
MAX,clean2,0.9991089099999999,0.0001897440000447595
MAX,click-prediction,0.89099556,0.000189510999944053
MAX,cmc,0.92318877,0.0001813355000012475
MAX,covtype_reduced,0.9402433000000001,0.00018616249996734248
MAX,cpu_act,0.97895902,0.00018486199993271348
MAX,default_credit_card_clients,0.9240507800000001,0.0001835615000799785
MAX,delta_ailerons,0.97890407,0.00017913050003694048
MAX,eeg,0.8231445700000001,0.000180482499927116
MAX,electricity-normalized,0.9406613699999999,0.00018472500004458652
MAX,elevators,0.9685676,0.000185015500064715
MAX,file22f0e4a679,0.990881785,0.000186419000010523
MAX,file79b563a1a18,0.94525965,0.0001875210000525315
MAX,file7b5365fa741c,0.9596573100000001,0.000189992499963358
MAX,fri_c2_1000_10,0.898716455,0.00018071050004432251
MAX,fried,0.9639951499999999,0.0001858075000563475
MAX,gina_agnostic,0.958851875,0.00018306200001456499
MAX,houses,0.987442435,0.000181848000101986
MAX,jm1-processed,0.906209735,0.00018258699998109252
MAX,kdd_JapaneseVowels,0.98374159,0.0001808845000231915
MAX,kin8nm,0.93991427,0.0001821570001629355
MAX,letter-recognition,0.92227701,0.00018266700004455598
MAX,magic,0.943296325,0.000181395499912419
MAX,mozilla,0.95834212,0.00018265399996375353
MAX,namao,0.9798035199999999,0.00015696749982448447
MAX,occupancy,0.99299235,0.000149488499991953
MAX,page-blocks,0.9711735899999999,0.000146629999908275
MAX,parity5_plus_5,0.80960631,0.0001430819999404305
MAX,pendigits,0.992816375,0.0001474205000158185
MAX,phoneme,0.94284223,0.0001456900000629925
MAX,php50jXam,0.992008735,0.000144064000160092
MAX,phpGUrE90,0.919795595,0.0001436614999328835
MAX,phpMD2hR6,0.96384883,0.0001525994999974
MAX,phpV5QYya,0.975311495,0.000149327999933985
MAX,phpWfYmlu,0.945612865,0.00014756700007632852
MAX,phphQEck0,0.98277771,0.00016377350011675197
