quantifier,dataset,sample_size,real_prev,pred_prev,abs_error,run_time
ACC,AedesQuinx,100,0.0,0.03,0.026000000000000002,0.0002582000015536323
CC,AedesQuinx,100,0.0,0.03,0.197,5.199995939619839e-06
DyS,AedesQuinx,100,0.0,0.03,0.015,0.048598400004266296
HDy,AedesQuinx,100,0.0,0.03,0.006,0.21484419999615056
MAX,AedesQuinx,100,0.0,0.03,0.023,0.0001835999937611632
MS,AedesQuinx,100,0.0,0.03,0.014000000000000002,0.024602899997262284
PACC,AedesQuinx,100,0.0,0.03,0.125,0.0028393999964464456
PCC,AedesQuinx,100,0.0,0.03,0.278,0.002554500002588611
SMM,AedesQuinx,100,0.0,0.03,0.015000000000000003,0.00011629999789875001
SORD,AedesQuinx,100,0.0,0.03,0.016,1.319729599999846
X,AedesQuinx,100,0.0,0.03,0.021,0.0003556000010576099
ACC,AedesQuinx,100,0.05,0.05,0.024,0.0002578999992692843
CC,AedesQuinx,100,0.05,0.05,0.19,5.100002454128116e-06
DyS,AedesQuinx,100,0.05,0.05,0.034,0.04969880000135163
HDy,AedesQuinx,100,0.05,0.05,0.040999999999999995,0.2197048000016366
MAX,AedesQuinx,100,0.05,0.05,0.03300000000000001,0.00018990000535268337
MS,AedesQuinx,100,0.05,0.05,0.028999999999999998,0.02522809999936726
PACC,AedesQuinx,100,0.05,0.05,0.124,0.0029247999991639517
PCC,AedesQuinx,100,0.05,0.05,0.258,0.0025774000023375265
SMM,AedesQuinx,100,0.05,0.05,0.032,0.0001253000009455718
SORD,AedesQuinx,100,0.05,0.05,0.033,1.3702236999961315
X,AedesQuinx,100,0.05,0.05,0.022,0.0003690000012284145
ACC,AedesQuinx,100,0.11,0.08,0.023,0.0002609000002848916
CC,AedesQuinx,100,0.11,0.08,0.16100000000000003,5.199995939619839e-06
DyS,AedesQuinx,100,0.11,0.08,0.026000000000000002,0.04974719999881927
HDy,AedesQuinx,100,0.11,0.08,0.05800000000000001,0.2221175000013318
MAX,AedesQuinx,100,0.11,0.08,0.028000000000000004,0.00019109999993816018
MS,AedesQuinx,100,0.11,0.08,0.047,0.025296600004367065
PACC,AedesQuinx,100,0.11,0.08,0.10400000000000001,0.002966699998069089
PCC,AedesQuinx,100,0.11,0.08,0.22599999999999998,0.0026066999998874962
SMM,AedesQuinx,100,0.11,0.08,0.052000000000000005,0.00012510000669863075
SORD,AedesQuinx,100,0.11,0.08,0.04,1.366722499995376
X,AedesQuinx,100,0.11,0.08,0.023,0.0003618000046117231
ACC,AedesQuinx,100,0.16,0.08,0.03900000000000001,0.00025859999732347205
CC,AedesQuinx,100,0.16,0.08,0.133,5.100002454128116e-06
DyS,AedesQuinx,100,0.16,0.08,0.041999999999999996,0.04968129999906523
HDy,AedesQuinx,100,0.16,0.08,0.083,0.22139549999701558
MAX,AedesQuinx,100,0.16,0.08,0.046,0.00019099999917671084
MS,AedesQuinx,100,0.16,0.08,0.036000000000000004,0.025101599996560253
PACC,AedesQuinx,100,0.16,0.08,0.07400000000000001,0.0029540999967139214
PCC,AedesQuinx,100,0.16,0.08,0.186,0.0025939000042853877
SMM,AedesQuinx,100,0.16,0.08,0.037000000000000005,0.00012560000322991982
SORD,AedesQuinx,100,0.16,0.08,0.03899999999999999,1.379815599997528
X,AedesQuinx,100,0.16,0.08,0.041,0.00036950000503566116
ACC,AedesQuinx,100,0.21,0.1,0.05800000000000001,0.00025829999503912404
CC,AedesQuinx,100,0.21,0.1,0.11300000000000002,5.199995939619839e-06
DyS,AedesQuinx,100,0.21,0.1,0.067,0.0495876999993925
HDy,AedesQuinx,100,0.21,0.1,0.085,0.22100789999967674
MAX,AedesQuinx,100,0.21,0.1,0.06299999999999999,0.00019330000213813037
MS,AedesQuinx,100,0.21,0.1,0.066,0.0252355999982683
PACC,AedesQuinx,100,0.21,0.1,0.06000000000000001,0.002943599996797275
PCC,AedesQuinx,100,0.21,0.1,0.15499999999999997,0.002569800002675038
SMM,AedesQuinx,100,0.21,0.1,0.07599999999999998,0.00012579999747686088
SORD,AedesQuinx,100,0.21,0.1,0.06799999999999999,1.3738314000001992
X,AedesQuinx,100,0.21,0.1,0.054000000000000006,0.0003690999947139062
ACC,AedesQuinx,100,0.26,0.19,0.036,0.0002571000004536472
CC,AedesQuinx,100,0.26,0.19,0.095,5.100002454128116e-06
DyS,AedesQuinx,100,0.26,0.19,0.04,0.04958670000632992
HDy,AedesQuinx,100,0.26,0.19,0.081,0.21935520000261022
MAX,AedesQuinx,100,0.26,0.19,0.036000000000000004,0.00019159999646944925
MS,AedesQuinx,100,0.26,0.19,0.026000000000000002,0.025081100000534207
PACC,AedesQuinx,100,0.26,0.19,0.045,0.0029147000022931024
PCC,AedesQuinx,100,0.26,0.19,0.13200000000000003,0.0025616000057198107
SMM,AedesQuinx,100,0.26,0.19,0.025,0.0001244000013684854
SORD,AedesQuinx,100,0.26,0.19,0.029000000000000005,1.3722242000003462
X,AedesQuinx,100,0.26,0.19,0.041999999999999996,0.00036920000275131315
ACC,AedesQuinx,100,0.32,0.29,0.052000000000000005,0.00025800000003073364
CC,AedesQuinx,100,0.32,0.29,0.07400000000000001,5.199995939619839e-06
DyS,AedesQuinx,100,0.32,0.29,0.045,0.049455799999122974
HDy,AedesQuinx,100,0.32,0.29,0.071,0.2207750000015949
MAX,AedesQuinx,100,0.32,0.29,0.044000000000000004,0.00018760000239126384
MS,AedesQuinx,100,0.32,0.29,0.044,0.025359599996590987
PACC,AedesQuinx,100,0.32,0.29,0.033,0.0029456999982357956
PCC,AedesQuinx,100,0.32,0.29,0.097,0.0025973999945563264
SMM,AedesQuinx,100,0.32,0.29,0.047,0.0001269999993382953
SORD,AedesQuinx,100,0.32,0.29,0.045,1.3694218000018736
X,AedesQuinx,100,0.32,0.29,0.05000000000000001,0.00036380000528879464
ACC,AedesQuinx,100,0.37,0.25,0.05800000000000001,0.00025469999673077837
CC,AedesQuinx,100,0.37,0.25,0.05700000000000001,5.099995178170502e-06
DyS,AedesQuinx,100,0.37,0.25,0.044,0.04929930000071181
HDy,AedesQuinx,100,0.37,0.25,0.07200000000000001,0.21843950000038603
MAX,AedesQuinx,100,0.37,0.25,0.049,0.00018909999926108867
MS,AedesQuinx,100,0.37,0.25,0.046,0.024838199999067
PACC,AedesQuinx,100,0.37,0.25,0.029000000000000005,0.0029243999961181544
PCC,AedesQuinx,100,0.37,0.25,0.069,0.0025697000019135885
SMM,AedesQuinx,100,0.37,0.25,0.045,0.0001246999963768758
SORD,AedesQuinx,100,0.37,0.25,0.048,1.3738191999946139
X,AedesQuinx,100,0.37,0.25,0.05600000000000001,0.00036410000029718503
ACC,AedesQuinx,100,0.42,0.37,0.041999999999999996,0.00025099999766098335
CC,AedesQuinx,100,0.42,0.37,0.038,5.199995939619839e-06
DyS,AedesQuinx,100,0.42,0.37,0.030000000000000006,0.04795000000012806
HDy,AedesQuinx,100,0.42,0.37,0.037,0.217379500005336
MAX,AedesQuinx,100,0.42,0.37,0.038000000000000006,0.00018629999976838008
MS,AedesQuinx,100,0.42,0.37,0.037,0.024807499998132698
PACC,AedesQuinx,100,0.42,0.37,0.019,0.0028795000034733675
PCC,AedesQuinx,100,0.42,0.37,0.038,0.0025203999975929037
SMM,AedesQuinx,100,0.42,0.37,0.030999999999999993,0.00011870000162161887
SORD,AedesQuinx,100,0.42,0.37,0.030999999999999993,1.3214535000006435
X,AedesQuinx,100,0.42,0.37,0.045,0.0003524999992805533
ACC,AedesQuinx,100,0.47,0.32,0.043000000000000003,0.0002596000049379654
CC,AedesQuinx,100,0.47,0.32,0.031999999999999994,5.399997462518513e-06
DyS,AedesQuinx,100,0.47,0.32,0.041,0.04888589999609394
HDy,AedesQuinx,100,0.47,0.32,0.05600000000000001,0.2229384000020218
MAX,AedesQuinx,100,0.47,0.32,0.044000000000000004,0.00019440000323811546
MS,AedesQuinx,100,0.47,0.32,0.049,0.0255403999981354
PACC,AedesQuinx,100,0.47,0.32,0.042,0.002942899998743087
PCC,AedesQuinx,100,0.47,0.32,0.020999999999999998,0.002588900002592709
SMM,AedesQuinx,100,0.47,0.32,0.052000000000000005,0.0001221999991685152
SORD,AedesQuinx,100,0.47,0.32,0.044000000000000004,1.344336399997701
X,AedesQuinx,100,0.47,0.32,0.046000000000000006,0.0003606000027502887
ACC,AedesQuinx,100,0.53,0.52,0.037,0.0002523000002838671
CC,AedesQuinx,100,0.53,0.52,0.022000000000000002,5.199995939619839e-06
DyS,AedesQuinx,100,0.53,0.52,0.04800000000000001,0.047863400002825074
HDy,AedesQuinx,100,0.53,0.52,0.054000000000000006,0.2144490999999107
MAX,AedesQuinx,100,0.53,0.52,0.038,0.0001799000019673258
MS,AedesQuinx,100,0.53,0.52,0.054000000000000006,0.02407630000379868
PACC,AedesQuinx,100,0.53,0.52,0.046000000000000006,0.0027982999963569455
PCC,AedesQuinx,100,0.53,0.52,0.025,0.0024634000001242384
SMM,AedesQuinx,100,0.53,0.52,0.051000000000000004,0.00011280000035185367
SORD,AedesQuinx,100,0.53,0.52,0.046000000000000006,1.3105891000013798
X,AedesQuinx,100,0.53,0.52,0.03200000000000001,0.0003507999936118722
ACC,AedesQuinx,100,0.58,0.51,0.06800000000000002,0.00024960000155260786
CC,AedesQuinx,100,0.58,0.51,0.052000000000000005,5.000001692678779e-06
DyS,AedesQuinx,100,0.58,0.51,0.067,0.04742090000218013
HDy,AedesQuinx,100,0.58,0.51,0.072,0.2128309000036097
MAX,AedesQuinx,100,0.58,0.51,0.073,0.00017870000010589138
MS,AedesQuinx,100,0.58,0.51,0.06899999999999999,0.02462849999574246
PACC,AedesQuinx,100,0.58,0.51,0.08,0.002867200004402548
PCC,AedesQuinx,100,0.58,0.51,0.065,0.0024760999949648976
SMM,AedesQuinx,100,0.58,0.51,0.06799999999999999,0.00011729999823728576
SORD,AedesQuinx,100,0.58,0.51,0.066,1.2998358999975608
X,AedesQuinx,100,0.58,0.51,0.08,0.00034299999970244244
ACC,AedesQuinx,100,0.63,0.73,0.05,0.0002486000012140721
CC,AedesQuinx,100,0.63,0.73,0.041,4.999994416721165e-06
DyS,AedesQuinx,100,0.63,0.73,0.048,0.04720609999640146
HDy,AedesQuinx,100,0.63,0.73,0.083,0.21403420000569895
MAX,AedesQuinx,100,0.63,0.73,0.051000000000000004,0.00017720000323606655
MS,AedesQuinx,100,0.63,0.73,0.05,0.023954399999638554
PACC,AedesQuinx,100,0.63,0.73,0.06200000000000001,0.0028621999954339117
PCC,AedesQuinx,100,0.63,0.73,0.072,0.0024619000032544136
SMM,AedesQuinx,100,0.63,0.73,0.048,0.00011780000204453245
SORD,AedesQuinx,100,0.63,0.73,0.049,1.30073529999936
X,AedesQuinx,100,0.63,0.73,0.048,0.0003460000007180497
ACC,AedesQuinx,100,0.68,0.68,0.029000000000000005,0.00025150000146823004
CC,AedesQuinx,100,0.68,0.68,0.05900000000000001,5.100002454128116e-06
DyS,AedesQuinx,100,0.68,0.68,0.030000000000000006,0.04821210000227438
HDy,AedesQuinx,100,0.68,0.68,0.041,0.2124989999938407
MAX,AedesQuinx,100,0.68,0.68,0.023,0.0001807000007829629
MS,AedesQuinx,100,0.68,0.68,0.03,0.02432290000433568
PACC,AedesQuinx,100,0.68,0.68,0.08399999999999999,0.002802800001518335
PCC,AedesQuinx,100,0.68,0.68,0.10300000000000001,0.002521599999454338
SMM,AedesQuinx,100,0.68,0.68,0.033,0.00011690000246744603
SORD,AedesQuinx,100,0.68,0.68,0.028999999999999998,1.3015098000032594
X,AedesQuinx,100,0.68,0.68,0.021,0.00034329999471083283
ACC,AedesQuinx,100,0.74,0.7,0.054000000000000006,0.0002514000007067807
CC,AedesQuinx,100,0.74,0.7,0.076,5.000001692678779e-06
DyS,AedesQuinx,100,0.74,0.7,0.034,0.04764219999924535
HDy,AedesQuinx,100,0.74,0.7,0.05600000000000001,0.21199809999961872
MAX,AedesQuinx,100,0.74,0.7,0.05800000000000001,0.00017040000238921493
MS,AedesQuinx,100,0.74,0.7,0.026000000000000002,0.023900300002424046
PACC,AedesQuinx,100,0.74,0.7,0.10600000000000001,0.0028044999999110587
PCC,AedesQuinx,100,0.74,0.7,0.13999999999999999,0.002447299993946217
SMM,AedesQuinx,100,0.74,0.7,0.029000000000000005,0.00011420000373618677
SORD,AedesQuinx,100,0.74,0.7,0.031000000000000007,1.2973647999970126
X,AedesQuinx,100,0.74,0.7,0.054000000000000006,0.00034639999648788944
ACC,AedesQuinx,100,0.79,0.78,0.039,0.0002482999989297241
CC,AedesQuinx,100,0.79,0.78,0.098,5.099995178170502e-06
DyS,AedesQuinx,100,0.79,0.78,0.024,0.04787930000020424
HDy,AedesQuinx,100,0.79,0.78,0.046,0.21360289999574888
MAX,AedesQuinx,100,0.79,0.78,0.037000000000000005,0.0001771000024746172
MS,AedesQuinx,100,0.79,0.78,0.020000000000000004,0.024381200004427228
PACC,AedesQuinx,100,0.79,0.78,0.12600000000000003,0.002851800003554672
PCC,AedesQuinx,100,0.79,0.78,0.16999999999999998,0.0025251999977626838
SMM,AedesQuinx,100,0.79,0.78,0.018000000000000002,0.00011660000018309802
SORD,AedesQuinx,100,0.79,0.78,0.022,1.295742499998596
X,AedesQuinx,100,0.79,0.78,0.035,0.00033999999868683517
ACC,AedesQuinx,100,0.84,0.86,0.029000000000000005,0.0002457000009599142
CC,AedesQuinx,100,0.84,0.86,0.10800000000000001,4.999994416721165e-06
DyS,AedesQuinx,100,0.84,0.86,0.025,0.04738480000378331
HDy,AedesQuinx,100,0.84,0.86,0.057999999999999996,0.21398020000196993
MAX,AedesQuinx,100,0.84,0.86,0.05900000000000001,0.00018049999926006421
MS,AedesQuinx,100,0.84,0.86,0.029000000000000005,0.02423830000043381
PACC,AedesQuinx,100,0.84,0.86,0.12799999999999997,0.002798699999402743
PCC,AedesQuinx,100,0.84,0.86,0.192,0.0024788000009721145
SMM,AedesQuinx,100,0.84,0.86,0.031,0.0001157000006060116
SORD,AedesQuinx,100,0.84,0.86,0.03200000000000001,1.3031658999971114
X,AedesQuinx,100,0.84,0.86,0.04800000000000001,0.00034619999496499076
ACC,AedesQuinx,100,0.89,0.9,0.045,0.0002458000017213635
CC,AedesQuinx,100,0.89,0.9,0.11400000000000002,5.100002454128116e-06
DyS,AedesQuinx,100,0.89,0.9,0.036,0.04765390000102343
HDy,AedesQuinx,100,0.89,0.9,0.05500000000000001,0.2128448000003118
MAX,AedesQuinx,100,0.89,0.9,0.052000000000000005,0.0001756999990902841
MS,AedesQuinx,100,0.89,0.9,0.03200000000000001,0.023891899996669963
PACC,AedesQuinx,100,0.89,0.9,0.144,0.002843499998562038
PCC,AedesQuinx,100,0.89,0.9,0.221,0.0024660999988554977
SMM,AedesQuinx,100,0.89,0.9,0.03500000000000001,0.0001148999945144169
SORD,AedesQuinx,100,0.89,0.9,0.039,1.303246700001182
X,AedesQuinx,100,0.89,0.9,0.05,0.0003412000005482696
ACC,AedesQuinx,100,0.95,0.92,0.031000000000000007,0.00025150000146823004
CC,AedesQuinx,100,0.95,0.92,0.16699999999999998,5.199995939619839e-06
DyS,AedesQuinx,100,0.95,0.92,0.023,0.04850840000290191
HDy,AedesQuinx,100,0.95,0.92,0.037,0.21336519999749726
MAX,AedesQuinx,100,0.95,0.92,0.037000000000000005,0.00018010000349022448
MS,AedesQuinx,100,0.95,0.92,0.038000000000000006,0.024814999997033738
PACC,AedesQuinx,100,0.95,0.92,0.175,0.002884599998651538
PCC,AedesQuinx,100,0.95,0.92,0.261,0.002529600002162624
SMM,AedesQuinx,100,0.95,0.92,0.046,0.00012129999959142879
SORD,AedesQuinx,100,0.95,0.92,0.036000000000000004,1.3012630000011995
X,AedesQuinx,100,0.95,0.92,0.034999999999999996,0.00034809999488061294
ACC,AedesQuinx,100,1.0,1.0,0.009,0.0002609000002848916
CC,AedesQuinx,100,1.0,1.0,0.14999999999999997,5.200003215577453e-06
DyS,AedesQuinx,100,1.0,1.0,0.006,0.04916699999739649
HDy,AedesQuinx,100,1.0,1.0,0.0,0.2210447000034037
MAX,AedesQuinx,100,1.0,1.0,0.01,0.00019079999765381217
MS,AedesQuinx,100,1.0,1.0,0.011,0.02525949999835575
PACC,AedesQuinx,100,1.0,1.0,0.176,0.002948300003481563
PCC,AedesQuinx,100,1.0,1.0,0.27999999999999997,0.0025817000059760176
SMM,AedesQuinx,100,1.0,1.0,0.013999999999999999,0.00012520000018412247
SORD,AedesQuinx,100,1.0,1.0,0.012,1.3801976000031573
X,AedesQuinx,100,1.0,1.0,0.009,0.0003729999953065999
ACC,AedesSex,100,0.0,0.01,0.009,0.0002539999986765906
CC,AedesSex,100,0.0,0.01,0.019,5.199995939619839e-06
DyS,AedesSex,100,0.0,0.01,0.001,0.04819639999914216
HDy,AedesSex,100,0.0,0.01,0.001,0.21838479999860283
MAX,AedesSex,100,0.0,0.01,0.012,0.00019449999672360718
MS,AedesSex,100,0.0,0.01,0.003,0.025031799996213522
PACC,AedesSex,100,0.0,0.01,0.044,0.0029508000006899238
PCC,AedesSex,100,0.0,0.01,0.053000000000000005,0.0025658999948063865
SMM,AedesSex,100,0.0,0.01,0.006,0.00012630000128410757
SORD,AedesSex,100,0.0,0.01,0.004,1.3763762000016868
X,AedesSex,100,0.0,0.01,0.013000000000000001,0.00036860000545857474
ACC,AedesSex,100,0.05,0.07,0.007000000000000001,0.00025800000003073364
CC,AedesSex,100,0.05,0.07,0.005,5.200003215577453e-06
DyS,AedesSex,100,0.05,0.07,0.002,0.04806010000174865
HDy,AedesSex,100,0.05,0.07,0.012,0.21869069999956992
MAX,AedesSex,100,0.05,0.07,0.005,0.0001899999988381751
MS,AedesSex,100,0.05,0.07,0.007000000000000001,0.025384200002008583
PACC,AedesSex,100,0.05,0.07,0.034,0.0029719000012846664
PCC,AedesSex,100,0.05,0.07,0.03900000000000001,0.002606299996841699
SMM,AedesSex,100,0.05,0.07,0.01,0.0001281000004382804
SORD,AedesSex,100,0.05,0.07,0.005,1.3793596000032267
X,AedesSex,100,0.05,0.07,0.015,0.00037030000385129824
ACC,AedesSex,100,0.11,0.11,0.016,0.0002564000023994595
CC,AedesSex,100,0.11,0.11,0.015,5.199995939619839e-06
DyS,AedesSex,100,0.11,0.11,0.006999999999999999,0.048136200006410945
HDy,AedesSex,100,0.11,0.11,0.008,0.21817569999984698
MAX,AedesSex,100,0.11,0.11,0.013000000000000001,0.00019189999875379726
MS,AedesSex,100,0.11,0.11,0.01,0.02532749999954831
PACC,AedesSex,100,0.11,0.11,0.038,0.0029900000008638017
PCC,AedesSex,100,0.11,0.11,0.041999999999999996,0.002592799995909445
SMM,AedesSex,100,0.11,0.11,0.012,0.00012680000509135425
SORD,AedesSex,100,0.11,0.11,0.008,1.355045500000415
X,AedesSex,100,0.11,0.11,0.015,0.00036839999665971845
ACC,AedesSex,100,0.16,0.18,0.016000000000000004,0.0002542000001994893
CC,AedesSex,100,0.16,0.18,0.016000000000000004,5.100002454128116e-06
DyS,AedesSex,100,0.16,0.18,0.011000000000000001,0.04813979999744333
HDy,AedesSex,100,0.16,0.18,0.016000000000000004,0.2179325000033714
MAX,AedesSex,100,0.16,0.18,0.016,0.00019099999917671084
MS,AedesSex,100,0.16,0.18,0.01,0.025105499997152947
PACC,AedesSex,100,0.16,0.18,0.03200000000000001,0.0029412000003503636
PCC,AedesSex,100,0.16,0.18,0.03400000000000001,0.0026005999970948324
SMM,AedesSex,100,0.16,0.18,0.011000000000000001,0.00012409999908413738
SORD,AedesSex,100,0.16,0.18,0.012,1.3606597000034526
X,AedesSex,100,0.16,0.18,0.017,0.0003586000020732172
ACC,AedesSex,100,0.21,0.21,0.009999999999999998,0.0002544999952078797
CC,AedesSex,100,0.21,0.21,0.009999999999999998,5.000001692678779e-06
DyS,AedesSex,100,0.21,0.21,0.006999999999999999,0.04802360000030603
HDy,AedesSex,100,0.21,0.21,0.006,0.21575360000133514
MAX,AedesSex,100,0.21,0.21,0.011999999999999999,0.00018930000078398734
MS,AedesSex,100,0.21,0.21,0.007000000000000001,0.025052799996046815
PACC,AedesSex,100,0.21,0.21,0.03300000000000001,0.002937099998234771
PCC,AedesSex,100,0.21,0.21,0.03300000000000001,0.002578499996161554
SMM,AedesSex,100,0.21,0.21,0.007000000000000001,0.00012310000602155924
SORD,AedesSex,100,0.21,0.21,0.007000000000000001,1.3530154000036418
X,AedesSex,100,0.21,0.21,0.012,0.00036040000122739
ACC,AedesSex,100,0.26,0.26,0.008,0.00025910000113071874
CC,AedesSex,100,0.26,0.26,0.008,5.000001692678779e-06
DyS,AedesSex,100,0.26,0.26,0.006,0.04807299999811221
HDy,AedesSex,100,0.26,0.26,0.009,0.21854739999980666
MAX,AedesSex,100,0.26,0.26,0.007000000000000001,0.00019309999333927408
MS,AedesSex,100,0.26,0.26,0.007000000000000001,0.02511650000087684
PACC,AedesSex,100,0.26,0.26,0.027000000000000003,0.002954800002044067
PCC,AedesSex,100,0.26,0.26,0.026000000000000002,0.0025865000061457977
SMM,AedesSex,100,0.26,0.26,0.008,0.0001250000059371814
SORD,AedesSex,100,0.26,0.26,0.007000000000000001,1.3598685000033583
X,AedesSex,100,0.26,0.26,0.012,0.0003595999951357953
ACC,AedesSex,100,0.32,0.3,0.009,0.0002564000023994595
CC,AedesSex,100,0.32,0.3,0.009,5.100002454128116e-06
DyS,AedesSex,100,0.32,0.3,0.006,0.047507499999483116
HDy,AedesSex,100,0.32,0.3,0.007000000000000001,0.21526660000381526
MAX,AedesSex,100,0.32,0.3,0.009,0.0001903000011225231
MS,AedesSex,100,0.32,0.3,0.007999999999999998,0.024962200004665647
PACC,AedesSex,100,0.32,0.3,0.020999999999999998,0.0029155000011087395
PCC,AedesSex,100,0.32,0.3,0.018000000000000002,0.002590699994470924
SMM,AedesSex,100,0.32,0.3,0.007000000000000001,0.00012409999908413738
SORD,AedesSex,100,0.32,0.3,0.007999999999999998,1.34891599999537
X,AedesSex,100,0.32,0.3,0.008,0.00036919999547535554
ACC,AedesSex,100,0.37,0.36,0.013000000000000001,0.0002552999940235168
CC,AedesSex,100,0.37,0.36,0.008,4.900000931229442e-06
DyS,AedesSex,100,0.37,0.36,0.008,0.047691200001281686
HDy,AedesSex,100,0.37,0.36,0.007000000000000001,0.2151159999993979
MAX,AedesSex,100,0.37,0.36,0.008,0.00019270000484539196
MS,AedesSex,100,0.37,0.36,0.008,0.02510249999613734
PACC,AedesSex,100,0.37,0.36,0.016,0.0029228999992483296
PCC,AedesSex,100,0.37,0.36,0.011,0.0025899000029312447
SMM,AedesSex,100,0.37,0.36,0.008,0.00012370000331429765
SORD,AedesSex,100,0.37,0.36,0.008,1.3409043999999994
X,AedesSex,100,0.37,0.36,0.016,0.00036330000148154795
ACC,AedesSex,100,0.42,0.44,0.015,0.0002583999958005734
CC,AedesSex,100,0.42,0.44,0.013000000000000001,4.900000931229442e-06
DyS,AedesSex,100,0.42,0.44,0.012,0.04765909999696305
HDy,AedesSex,100,0.42,0.44,0.013000000000000001,0.21718289999989793
MAX,AedesSex,100,0.42,0.44,0.011,0.000192299994523637
MS,AedesSex,100,0.42,0.44,0.012,0.02522779999708291
PACC,AedesSex,100,0.42,0.44,0.016,0.00295429999823682
PCC,AedesSex,100,0.42,0.44,0.013000000000000001,0.002601599997433368
SMM,AedesSex,100,0.42,0.44,0.015000000000000003,0.00012620000052265823
SORD,AedesSex,100,0.42,0.44,0.012,1.3372478999954183
X,AedesSex,100,0.42,0.44,0.015,0.0003656999979284592
ACC,AedesSex,100,0.47,0.47,0.012,0.000258100000792183
CC,AedesSex,100,0.47,0.47,0.01,4.799992893822491e-06
DyS,AedesSex,100,0.47,0.47,0.014000000000000002,0.04806770000141114
HDy,AedesSex,100,0.47,0.47,0.014000000000000002,0.21631980000529438
MAX,AedesSex,100,0.47,0.47,0.012,0.00019149999570799991
MS,AedesSex,100,0.47,0.47,0.012,0.025131500005954877
PACC,AedesSex,100,0.47,0.47,0.016,0.0029345000002649613
PCC,AedesSex,100,0.47,0.47,0.012,0.0025861000031000003
SMM,AedesSex,100,0.47,0.47,0.012,0.00012599999899975955
SORD,AedesSex,100,0.47,0.47,0.013000000000000001,1.3474312999969698
X,AedesSex,100,0.47,0.47,0.012,0.0003572999994503334
ACC,AedesSex,100,0.53,0.53,0.019,0.00025889999960782006
CC,AedesSex,100,0.53,0.53,0.019,5.099995178170502e-06
DyS,AedesSex,100,0.53,0.53,0.016000000000000004,0.0480461999977706
HDy,AedesSex,100,0.53,0.53,0.015,0.21669349999865517
MAX,AedesSex,100,0.53,0.53,0.022,0.00019150000298395753
MS,AedesSex,100,0.53,0.53,0.014000000000000002,0.025003100003232248
PACC,AedesSex,100,0.53,0.53,0.019,0.002929200003563892
PCC,AedesSex,100,0.53,0.53,0.014000000000000002,0.002602599997771904
SMM,AedesSex,100,0.53,0.53,0.017000000000000005,0.0001244000013684854
SORD,AedesSex,100,0.53,0.53,0.017,1.3471056000053068
X,AedesSex,100,0.53,0.53,0.015000000000000003,0.0003595000016503036
ACC,AedesSex,100,0.58,0.54,0.01,0.00025680000544525683
CC,AedesSex,100,0.58,0.54,0.013999999999999999,5.199995939619839e-06
DyS,AedesSex,100,0.58,0.54,0.011,0.047846300003584474
HDy,AedesSex,100,0.58,0.54,0.016,0.21652789999643574
MAX,AedesSex,100,0.58,0.54,0.01,0.00018880000425269827
MS,AedesSex,100,0.58,0.54,0.01,0.025122899998677894
PACC,AedesSex,100,0.58,0.54,0.01,0.0029309000019566156
PCC,AedesSex,100,0.58,0.54,0.013000000000000001,0.0025960999992094003
SMM,AedesSex,100,0.58,0.54,0.01,0.00012430000060703605
SORD,AedesSex,100,0.58,0.54,0.008,1.34341570000106
X,AedesSex,100,0.58,0.54,0.013999999999999999,0.0003572999994503334
ACC,AedesSex,100,0.63,0.62,0.015,0.00025549999554641545
CC,AedesSex,100,0.63,0.62,0.021,4.999994416721165e-06
DyS,AedesSex,100,0.63,0.62,0.007000000000000001,0.04796599999826867
HDy,AedesSex,100,0.63,0.62,0.015000000000000003,0.2162127999981749
MAX,AedesSex,100,0.63,0.62,0.01,0.00018730000010691583
MS,AedesSex,100,0.63,0.62,0.009,0.025099200000113342
PACC,AedesSex,100,0.63,0.62,0.006999999999999999,0.002909999995608814
PCC,AedesSex,100,0.63,0.62,0.018,0.0025816000052145682
SMM,AedesSex,100,0.63,0.62,0.009000000000000001,0.00012430000060703605
SORD,AedesSex,100,0.63,0.62,0.009,1.341404999999213
X,AedesSex,100,0.63,0.62,0.013000000000000001,0.00035879999632015824
ACC,AedesSex,100,0.68,0.69,0.020999999999999998,0.0002569999996921979
CC,AedesSex,100,0.68,0.69,0.013000000000000001,5.000001692678779e-06
DyS,AedesSex,100,0.68,0.69,0.014000000000000002,0.04793480000080308
HDy,AedesSex,100,0.68,0.69,0.018,0.21629509999911534
MAX,AedesSex,100,0.68,0.69,0.015000000000000003,0.00019189999875379726
MS,AedesSex,100,0.68,0.69,0.015000000000000003,0.024933799999416806
PACC,AedesSex,100,0.68,0.69,0.013000000000000001,0.002927000001363922
PCC,AedesSex,100,0.68,0.69,0.015000000000000003,0.0025790999934542924
SMM,AedesSex,100,0.68,0.69,0.013000000000000001,0.00012430000060703605
SORD,AedesSex,100,0.68,0.69,0.014000000000000002,1.3467046000005212
X,AedesSex,100,0.68,0.69,0.016,0.0003608999977586791
ACC,AedesSex,100,0.74,0.74,0.009999999999999998,0.0002569999996921979
CC,AedesSex,100,0.74,0.74,0.012,4.900000931229442e-06
DyS,AedesSex,100,0.74,0.74,0.01,0.04732249999506166
HDy,AedesSex,100,0.74,0.74,0.019,0.21445030000177212
MAX,AedesSex,100,0.74,0.74,0.003,0.00018959999579237774
MS,AedesSex,100,0.74,0.74,0.011,0.024863999999070074
