quantifier,dataset,sample_size,real_prev,pred_prev,abs_error,run_time
SORD,anuranCalls,100,0.47,0.42,0.04,0.3464515209197998
SORD,anuranCalls,100,0.53,0.57,0.03,0.35141992568969727
SORD,anuranCalls,100,0.58,0.59,0.01,0.3455781936645508
SORD,anuranCalls,100,0.63,0.63,0.01,0.3543081283569336
SORD,anuranCalls,100,0.68,0.73,0.01,0.35103774070739746
SORD,anuranCalls,100,0.74,0.75,0.0,0.3464798927307129
SORD,anuranCalls,100,0.79,0.84,0.03,0.35785627365112305
SORD,anuranCalls,100,0.84,0.81,0.03,0.35425496101379395
SORD,anuranCalls,100,0.89,0.92,0.02,0.34606194496154785
SORD,anuranCalls,100,0.95,0.95,0.01,0.35062170028686523
SORD,anuranCalls,100,1.0,1.0,0.0,0.3598201274871826
X,AedesQuinx,100,0.0,0.1,0.1,0.0
X,AedesQuinx,100,0.05,0.0,0.05,0.0
X,AedesQuinx,100,0.11,0.19,0.08,0.0
X,AedesQuinx,100,0.16,0.17,0.01,0.0
X,AedesQuinx,100,0.21,0.13,0.08,0.0
X,AedesQuinx,100,0.26,0.25,0.01,0.0
X,AedesQuinx,100,0.32,0.22,0.1,0.0
X,AedesQuinx,100,0.37,0.46,0.09,0.0
X,AedesQuinx,100,0.42,0.44,0.02,0.0
X,AedesQuinx,100,0.47,0.43,0.04,0.0
X,AedesQuinx,100,0.53,0.48,0.05,0.0
X,AedesQuinx,100,0.58,0.6,0.02,0.0
X,AedesQuinx,100,0.63,0.67,0.04,0.0
X,AedesQuinx,100,0.68,0.7,0.02,0.0
X,AedesQuinx,100,0.74,0.76,0.02,0.0
X,AedesQuinx,100,0.79,0.86,0.07,0.0
X,AedesQuinx,100,0.84,0.87,0.03,0.0
X,AedesQuinx,100,0.89,0.87,0.02,0.0
X,AedesQuinx,100,0.95,1.0,0.05,0.0
X,AedesQuinx,100,1.0,0.95,0.05,0.0
X,AedesSex,100,0.0,0.04,0.04,0.01253056526184082
X,AedesSex,100,0.05,0.06,0.01,0.0
X,AedesSex,100,0.11,0.14,0.03,0.0
X,AedesSex,100,0.16,0.17,0.01,0.0
X,AedesSex,100,0.21,0.22,0.01,0.0
X,AedesSex,100,0.26,0.26,0.0,0.0
X,AedesSex,100,0.32,0.34,0.02,0.0
X,AedesSex,100,0.37,0.38,0.01,0.0
X,AedesSex,100,0.42,0.42,0.0,0.0
X,AedesSex,100,0.47,0.47,0.0,0.0
X,AedesSex,100,0.53,0.52,0.01,0.0
X,AedesSex,100,0.58,0.57,0.01,0.0
X,AedesSex,100,0.63,0.62,0.01,0.0
X,AedesSex,100,0.68,0.68,0.0,0.0
X,AedesSex,100,0.74,0.75,0.01,0.0
X,AedesSex,100,0.79,0.79,0.0,0.0
X,AedesSex,100,0.84,0.86,0.02,0.015643596649169922
X,AedesSex,100,0.89,0.85,0.04,0.0
X,AedesSex,100,0.95,0.92,0.03,0.0
X,AedesSex,100,1.0,0.97,0.03,0.0
X,anuranCalls,100,0.0,0.0,0.0,0.015644311904907227
X,anuranCalls,100,0.05,0.03,0.02,0.0
X,anuranCalls,100,0.11,0.09,0.02,0.0
X,anuranCalls,100,0.16,0.13,0.03,0.0
X,anuranCalls,100,0.21,0.19,0.02,0.0
X,anuranCalls,100,0.26,0.24,0.02,0.0
X,anuranCalls,100,0.32,0.32,0.0,0.000997304916381836
X,anuranCalls,100,0.37,0.35,0.02,0.0
X,anuranCalls,100,0.42,0.44,0.02,0.01202702522277832
X,anuranCalls,100,0.47,0.42,0.05,0.0
X,anuranCalls,100,0.53,0.57,0.04,0.0
X,anuranCalls,100,0.58,0.59,0.01,0.0
X,anuranCalls,100,0.63,0.63,0.0,0.0
X,anuranCalls,100,0.68,0.73,0.05,0.0
X,anuranCalls,100,0.74,0.75,0.01,0.0
X,anuranCalls,100,0.79,0.84,0.05,0.0
X,anuranCalls,100,0.84,0.81,0.03,0.0
X,anuranCalls,100,0.89,0.92,0.03,0.0
X,anuranCalls,100,0.95,0.95,0.0,0.0
X,anuranCalls,100,1.0,1.0,0.0,0.0
